citric acid,density,pH,alcohol,Quality
0.23,0.994,3.15,10.2,0
0.28,0.9904,3.22,11.2,1
0.13,0.99,3.4,12.33333333,0
0.3,0.9902,3.2,11.5,0
0.17,0.9925,3.07,9.5,0
0.3,0.9886,3.24,13.4,1
0.32,0.9898,3.36,12.5,1
0.32,0.9898,3.36,12.5,1
0.29,0.9904,3.12,11.2,1
0.18,0.9964,3.19,8.8,0
0.26,0.9908,3.06,11.2,1
0.32,0.9899,3.16,12.7,1
0.17,0.993,3,9.8,1
0.33,0.9944,3.14,9.8,1
0.22,0.9956,3.32,11.7,1
0.31,0.9949,3.19,9.8,0
0.2,0.9929,3.17,9.6,0
0.33,0.9944,3.14,9.8,1
0.25,0.9975,3.12,9.7,0
0.25,0.995,3.16,10,1
0.22,0.9956,3.32,11.7,1
0.22,0.9946,3.32,12.3,1
0.17,0.993,3,9.8,1
0.19,0.9934,3.03,9,1
0.53,0.9984,3.06,9.1,1
0.54,0.9984,3.06,9.1,1
0.54,0.9984,3.06,9.1,1
0.21,0.9908,3.32,11.4,1
0.18,0.9963,3.14,10.5,0
0.27,0.98914,3.13,12.4,1
0.53,0.9984,3.06,9.1,1
0.54,0.9984,3.06,9.1,1
0.37,0.9937,3.18,10.1,0
0.3,0.993,2.99,10.9,1
0.36,0.9956,3.13,11.05,0
0.3,0.98963,3.26,12.75,1
0.34,0.98961,3.36,12.7,1
0.37,0.9948,3.05,11.1,0
0.37,0.9948,3.05,11.1,0
0.3,0.98963,3.26,12.75,1
0.53,0.989315,3.19,13,1
0.31,0.989435,2.96,12,1
0.32,0.9899,3.35,11.5,1
0.22,0.998275,3.39,10.5,0
0.37,0.9948,3.05,11.1,0
0.33,0.9914,3.1,11.1,1
0.32,0.9915,3.11,11.1,1
0.26,0.9924,3.22,13.1,1
0.3,0.98963,3.26,12.75,1
0.34,0.98961,3.36,12.7,1
0.3,0.997,3.09,9.6,0
0.4,0.9914,3.26,11.7,0
0.46,0.997,3.17,9.7,1
0.23,0.9944,3.38,10.9,1
0.32,0.9958,3.34,10.7,1
0.22,0.98889,3.33,13.8,1
0.26,0.989465,3.11,12.15,1
0.3,0.9954,3.49,10.8,1
0.27,0.9947,3.4,10.7,1
0.35,0.9912,3.16,10.8,1
0.66,0.9965,3.66,10.8,0
0.26,0.9948,3.03,12,0
0.66,0.9965,3.66,10.8,0
0.27,0.9925,3.23,12.2,1
0.32,0.9936,3.18,9.4,1
0.15,0.9898,3.3,11.4,1
0.28,0.98948,3.35,12.5,1
0.32,0.98823,3.2,13.05,1
0.23,0.9896,3.1,12.4,1
0.26,0.9908,3.08,12.9,1
0.24,0.9906,3.34,12,1
0.29,0.9904,3.19,11.3,0
0.34,0.99754,3.21,10,1
0.32,0.9898,3.42,11.8,1
0.26,0.998365,2.99,9.4,1
0.24,0.99837,2.97,8.8,1
0.26,0.99125,3.46,11.1,1
0.51,0.9943,3.1,10.5,1
0.37,0.99488,2.86,9.3,1
0.25,0.99034,3.02,11.4,1
0.23,0.99322,3.41,11.8,1
0.38,0.98895,3.28,12.4,1
0.35,0.99457,3.12,11.6,1
0.33,0.99304,3.26,11.1,0
0.38,0.98895,3.28,12.4,1
0.3,0.99331,3.22,11.1,1
0.78,0.99435,3.01,11,1
0.3,0.99122,3.12,12.2,1
0.31,0.99544,3.2,11,1
0.3,0.989,3.32,12.9,1
0.3,0.99414,3.07,10.9,1
0.29,0.99014,3.22,13.4,1
0,0.99551,3.15,10.7,1
0.31,0.99544,3.2,11,1
0.33,0.9908,3.3,11.4,1
0.34,0.9927,3,10.2,1
0.35,0.99244,2.8,11,1
0.34,0.99752,3.06,9.1,1
0.18,0.99114,3.18,11,1
0.29,0.99326,3.11,11.5,1
0.32,0.9906,3.16,12,1
0.32,0.993,3.04,11.2,0
0.3,0.99479,3.12,11.2,1
0.27,0.98942,2.9,12.6,1
0.04,0.99036,3.14,11,0
0.36,0.99201,3.22,10.8,1
0.36,0.99184,3.25,10.9,0
0.21,0.99441,3.16,9.8,0
0.2,0.99442,3.15,9.8,0
0.18,0.99474,2.9,9.5,0
0.28,0.9916,3.26,11.26666667,1
0.37,0.99198,3.01,10.8,0
0.18,0.98949,3.36,13.4,1
0.28,0.9916,3.26,11.3,1
0.12,0.99556,3.22,8.9,0
0.19,0.99151,3.07,11.2,1
0.38,0.99158,3.22,11.5,1
0.22,0.9902,3.26,13,1
0.3,0.99204,3.36,12.6,1
0.25,0.98988,3.26,13.1,1
0.23,0.99344,3.05,11.2,0
0.91,0.99394,3.39,11.7,1
0.37,0.99153,3.18,10.9,1
0.37,0.99153,3.18,10.9,1
0.34,0.98981,3.04,11.6,1
0.32,0.99524,3.23,10.4,1
0.39,0.99221,3.22,10.9,1
0.91,0.99394,3.39,11.7,1
0.41,0.99318,3.23,10.8,1
0.38,0.99366,3.11,11.2,1
0.15,0.99494,3.25,10,1
0.25,0.99212,3.28,10.56666667,0
0.41,0.99018,3.04,11.73333333,1
0.25,0.99212,3.28,10.6,0
0.26,0.99596,3.26,10.5,1
0.41,0.99018,3.04,11.75,1
0.36,0.99094,3.01,11.4,1
0.3,0.98968,3.37,12.4,1
0.35,0.99392,3.24,10.1,1
0.22,0.99024,3.09,12.3,1
0.34,0.98774,3.32,13.1,1
0.28,0.99094,3.29,10.65,1
0.29,0.99044,3.36,11.4,1
0.21,0.9938,3.11,9.3,0
0.06,0.99432,3.44,10.2,0
0.06,0.99432,3.44,10.2,0
0.25,0.98966,3.26,13.1,1
0.47,0.99309,3.24,9.6,0
0.28,0.98868,3.1,12.8,1
0.41,0.9937,3.09,10.96666667,1
0.41,0.9937,3.09,10.96666667,1
0.41,0.9937,3.09,10.96666667,1
0.41,0.9937,3.09,11,1
0.25,0.98975,3.21,13.4,1
0.25,0.98984,2.87,11.2,1
0.41,0.99063,3.27,12.4,1
0.41,0.99168,3.09,11.2,0
0.36,0.99272,3.14,12.4,1
0.33,0.99362,3.32,10.13333333,1
0.34,0.99365,3.32,10.13333333,1
0.36,0.99272,3.14,12.4,1
0.53,0.99642,3.17,9.1,0
0.34,0.99365,3.32,10.15,1
0.33,0.99362,3.32,10.15,1
0.33,0.99134,3.46,11.5,0
0.49,0.99732,3.08,8.9,1
0.14,0.99212,3.47,10.46666667,0
0.14,0.99212,3.47,10.46666667,0
0.52,0.99161,3.28,11.8,1
0.29,0.9912,3.35,11.63333333,1
0.37,0.99332,3.29,10.6,1
0.32,0.99636,3.18,9.6,1
0.52,0.99161,3.28,11.8,1
0.49,0.99732,3.08,8.9,1
0.14,0.99212,3.47,10.5,0
0.04,0.99271,3.17,10.2,0
0.37,0.98845,3.29,13.1,1
0.33,0.9899,3.11,11.8,1
0.32,0.99004,3.06,12.2,1
0.34,0.99097,3.44,11.45,1
0.32,0.9966,3.23,10.5,0
0.04,0.99271,3.17,10.2,0
0.32,0.99666,2.88,9,1
0.32,0.99666,2.88,9,1
0.32,0.99666,2.88,9,1
0.32,0.99666,2.88,9,1
0.31,0.99954,2.93,9.1,1
0.32,0.99414,3.38,8.8,0
0.32,0.99666,2.88,9,1
0.31,0.99954,2.93,9.1,1
0.32,0.99188,3.13,12.9,1
0.4,0.98926,3.19,13,1
0.32,0.99188,3.13,12.9,1
0.74,0.99334,3.04,9.2,1
0.33,0.99659,3.1,9.8,0
0.33,0.99659,3.1,9.8,0
0.09,0.9948,3.26,10.1,1
0.09,0.9948,3.26,10.1,1
0.28,0.99074,3.33,10.9,1
0.5,0.9955,3.2,9.6,1
0.16,0.99474,3.36,10.4,1
0.4,0.98966,3.03,11.8,1
0.16,0.99564,3.4,10.8,1
0.28,0.99246,3.28,10.6,1
0.31,0.98984,3.35,12.7,1
0.31,0.99031,3.3,12.2,1
0.16,0.99564,3.4,10.8,1
0.16,0.99474,3.36,10.4,1
0.28,0.99216,3.25,11.1,1
0.4,0.98966,3.03,11.8,1
0.32,0.99512,3.29,10,1
0.38,0.9909,3.12,10.8,1
0.38,0.99132,3.31,10.3,1
0.15,0.99378,3.24,9.9,1
0.32,0.99512,3.29,10,1
0.32,0.99044,3.11,12.25,0
0.33,0.99521,3.34,10.2,1
0.28,0.99489,3.06,9.4,1
0.46,0.99495,3.18,9.7,1
0.33,0.99521,3.34,10.2,1
0.33,0.9954,3.04,10.4,1
0.48,0.99121,3.49,12.2,1
0.28,0.99489,3.06,9.4,1
0.31,0.99478,3.12,10.6,1
0.43,0.99346,3.27,10.7,0
0.6,0.99331,3.24,11.85,0
0.38,0.99321,3.34,11.7,1
0.38,0.99321,3.34,11.7,1
0.22,0.99218,3.55,10.15,1
0.31,0.9898,3.33,11.63333333,1
0.36,0.99144,3.22,10.8,1
0.36,0.99143,3.22,10.8,1
0.32,0.99234,3.25,12.3,1
0.25,0.98972,3.36,12.5,1
0.31,0.9898,3.33,11.65,1
0.46,0.99308,3.24,9.6,0
0.31,0.99218,3.24,10.9,1
0.32,0.99215,3.23,10.8,1
0.37,0.99185,3.32,11.2,0
0.19,0.99438,3.67,10,0
0.25,0.99314,3.44,10.5,0
0.5,0.99542,2.86,9.1,1
0.5,0.99428,3.23,10.5,1
0.24,0.99943,3.12,9.3,0
0.25,0.99946,3.13,9.3,1
0.37,0.99185,3.32,11.2,0
0.62,0.99472,3.14,10.6,1
0.36,0.9891,3.23,12.1,1
0.26,0.99076,3.43,12,1
0.35,0.99632,3.16,9.7,1
0.73,0.99,3.12,12.4,1
0.26,0.98872,3.18,13.6,1
0.26,0.98872,3.18,13.6,1
0.35,0.99102,2.98,11.8,1
0.26,0.99388,3.16,10,1
0.26,0.99388,3.16,10,1
0.27,0.99602,3.12,9.1,1
0.3,0.99057,3.47,11.9,1
0.25,0.99072,3.31,11.75,1
0.29,0.99224,3.24,11.4,1
0.34,0.98942,3.56,13,1
0.25,0.99171,3.27,12.4,1
0.25,0.99352,3.3,9.4,1
0.3,0.99705,3.16,9.6,1
0.3,0.99705,3.16,9.6,1
0.3,0.99705,3.16,9.6,1
0.3,0.99705,3.16,9.6,1
0.45,0.99654,3.16,9.1,0
0.31,0.98953,3.24,12,1
0.34,0.99132,3.16,11.2,0
0.4,0.99204,3.32,10.1,1
0.4,0.99185,3.13,10.3,1
0.32,0.98952,3.16,12.3,1
0.19,0.99704,2.97,10.55,1
0,0.99032,3.1,10.9,0
0.09,0.99382,3.15,9.7,0
0.1,0.99382,3.14,9.8,0
0.5,0.9974,3.04,8.9,1
0.5,0.9974,3.04,8.9,1
0.31,0.99546,3.02,10.2,0
0.29,0.99088,3.01,11.7,1
0.39,0.98904,3.46,12.8,1
0.4,0.989,3.57,12.8,1
0.31,0.99546,3.02,10.2,0
0.33,0.98758,3.15,13.55,1
0.42,0.9901,3.13,11.6,1
0.5,0.9974,3.04,8.9,1
0,0.98981,3.53,13.8,1
0.32,0.9952,3.19,9.4,1
0.3,0.99519,3.18,9.4,0
0.29,0.99142,3.17,10.7,1
0.29,0.99142,3.17,10.7,1
0.32,0.9897,3.31,12.3,1
0.19,0.99684,3.16,10.3,0
0.2,0.99445,3.11,10.4,1
0.33,0.99051,3.31,11.6,1
0.29,0.99142,3.17,10.7,1
0.34,0.98986,3.36,12.8,1
0.5,0.99189,3.18,11.9,1
0.46,0.98934,3.24,12.1,0
0.34,0.99449,3.23,9.2,1
0.09,0.99566,2.93,9.5,1
0.3,0.99252,2.91,11,1
0.67,0.9959,3.19,10.9,0
0.24,0.9924,3.21,10.4,1
0.4,0.99482,3.42,9.1,0
0.42,0.99103,3.32,11.4,1
0.33,0.98946,3.35,11.4,1
0.5,0.99212,3.1,9.7,0
0.35,0.99052,3.18,12.4,1
0.01,0.99026,3.2,13.7,1
0.2,0.99516,2.91,10.6,1
0.25,0.99128,3.2,11.2,1
0.4,0.9891,3.24,13.13333333,1
0.35,0.99052,3.18,12.4,1
0.5,0.99212,3.1,9.7,0
0.47,0.99176,3.19,11,1
0.48,0.99162,3.18,11.3,1
0.34,0.99193,3.2,12,1
0.35,0.9967,3.23,9.2,0
0.29,0.99462,3.48,10.7,1
0.29,0.99462,3.48,10.7,1
0.33,0.99058,3.1,11.4,1
0.35,0.9967,3.23,9.2,0
0.33,0.99258,3.1,12.1,1
0.27,0.99138,3.23,11.1,1
0.26,0.99271,3.27,9.7,1
0.26,0.9917,3.24,10.7,0
0.28,0.99126,3.49,10.9,1
0.3,0.98986,3.36,12,1
0.26,0.99154,3.47,10.6,1
0.36,0.99642,3.11,9.6,0
0.38,0.99154,3.03,13.1,1
0.24,0.99313,3.38,11,1
0.15,0.99125,3.52,11.6,0
0.36,0.99318,3.28,11.95,1
0.25,0.99099,3.44,11.1,1
0.57,0.99004,3.17,11.5,1
0.25,0.99093,3.21,11.3,0
0.23,0.98924,3.28,11.9,1
0.29,0.99336,3.18,9.5,0
0.3,0.98944,3.29,12.2,1
0.09,0.99022,3.41,12.2,1
0.35,0.99146,3.05,11.1,1
0.44,0.99488,3.1,9.6,0
0.35,0.99146,3.05,11.1,1
0.44,0.99488,3.1,9.6,0
0.38,0.99176,3.3,11.4,0
0.23,0.99001,3.32,11.4,0
0.29,0.99005,3.1,12.06666667,1
0.39,0.99755,2.9,9,1
0.39,0.99755,2.9,9,1
0.33,0.99444,3.08,11.4,1
0.51,0.99502,3.12,9.6,0
0.34,0.99222,3.03,11,1
0.33,0.99224,3.04,11,1
0.29,0.99067,3.23,11.2,1
0.3,0.99069,3.31,11.55,1
0.32,0.98936,3.2,13.3,1
0.23,0.99266,3.3,9.633333333,0
0.35,0.98822,3.06,13.6,1
0.21,0.99138,3.29,11.2,1
0.34,0.98854,3.27,13,1
0.31,0.99324,3.31,10.8,1
0.33,0.99626,3.19,9.8,1
0.28,0.99188,3.15,11.45,1
0.4,0.9897,3.37,12.05,1
0.41,0.99622,3.14,9.7,0
0.32,0.99044,3.33,11.9,1
0.36,0.99282,3.49,10,1
0.26,0.99245,3.12,9.7,1
0.42,0.99132,3.36,11.6,1
0,0.99286,3.25,8.8,0
0.02,0.99234,3.24,9.5,0
0.4,0.99494,3.15,9.533333333,1
0.4,0.99494,3.15,9.533333333,1
0.27,0.9954,3.07,9.4,1
0.13,0.99184,3.26,10.7,0
0.17,0.98964,3.27,11.5,1
0.38,0.99492,3.14,9.6,0
0.4,0.99494,3.15,9.55,1
0.28,0.99168,3.21,12.15,1
0.22,0.98928,3.04,13,1
0.36,0.9933,3.04,9.2,0
0.27,0.9954,3.07,9.4,1
0.29,0.98938,3.06,11.8,1
0.32,0.99074,3.24,10.6,1
0.38,0.99298,,9.7,0
0.29,0.99114,3.27,11.2,1
0.36,0.9949,3.15,9.6,0
0.19,0.99254,2.99,9.4,1
0.3,0.98869,3.34,12.8,1
0.38,0.98941,3.26,11.8,1
0,0.9978,3.51,9.4,0
0,0.9968,3.2,9.8,0
0.04,0.997,3.26,9.8,0
0.56,0.998,3.16,9.8,1
0,0.9978,3.51,9.4,0
0,0.9978,3.51,9.4,0
0.06,0.9964,3.3,9.4,0
0,0.9946,3.39,10,1
0.02,0.9968,3.36,9.5,1
0.36,0.9978,3.35,10.5,0
0.08,0.9959,3.28,9.2,0
0.36,0.9978,3.35,10.5,0
0,0.9943,3.58,9.9,0
0.29,0.9974,3.26,9.1,0
0.18,0.9986,3.16,9.2,0
0.19,0.9986,3.17,9.2,0
0.56,0.9969,3.3,10.5,1
0.28,0.9968,3.11,9.3,0
0.08,0.9974,3.38,9,0
0.51,0.9969,3.04,9.2,1
0.48,0.9968,3.39,9.4,1
0.31,0.9982,3.52,9.7,0
0.21,0.9966,3.17,9.5,0
0.11,0.9968,3.17,9.4,0
0.14,0.9968,3.43,9.7,1
0.16,0.9955,3.34,9.3,0
0.24,0.9962,3.28,9.5,0
0.21,0.9966,3.17,9.5,0
0,0.9972,3.47,9.4,0
0,0.9964,3.38,9.8,1
0.07,0.9958,3.35,10.1,0
0,0.9966,3.46,10.6,1
0.12,0.9966,3.17,9.8,0
0.12,0.9993,3.45,9.4,1
0.25,0.9957,3.38,9.2,0
0,0.9986,3.4,9.6,1
0.14,0.9975,3.42,10.8,1
0.28,0.9968,3.23,9.7,1
0.09,0.994,3.5,9.8,0
0.36,0.9978,3.33,10.5,0
0.36,0.9978,3.33,10.5,0
0.3,0.9976,3.26,9.3,0
0.2,0.9968,3.21,10.5,1
0.22,0.9968,3.3,10.3,0
0.02,0.9962,3.48,9.5,0
0.15,0.9934,3.9,13.1,0
0.43,0.997,3.25,9.2,0
0.52,0.9969,3.25,9.5,0
0.23,0.9958,3.34,9.2,0
0.37,0.9954,3.32,9.2,0
0.26,0.9971,3.15,9.2,0
0.04,0.9956,3.4,9.4,1
0.04,0.9955,3.39,9.4,1
0.36,0.997,3.2,9.4,0
0.15,0.9955,3.17,10.2,1
0.04,0.9978,3.34,9.5,0
0.57,0.9971,3.04,9.6,0
0.12,0.9983,3.26,9.4,0
0.18,0.9975,3.43,10,0
0.31,0.9962,3.41,9.4,1
0.4,0.998,3.44,9.2,0
0.49,0.9968,3.21,9.3,0
0.16,0.9968,3.38,9.5,1
0.05,0.9966,3.39,9.8,0
0.05,0.9962,3.41,10.9,0
0.05,0.9962,3.41,10.9,0
0.11,0.9968,3.42,9.6,0
0.07,0.9962,3.44,10.7,0
0.57,0.9969,3.28,10.7,0
0.05,0.9962,3.34,10.5,1
0.08,0.9967,3.32,9.5,1
0.23,0.9962,3.32,9.5,0
0.22,0.9961,3.31,9.5,0
0.26,0.9976,3.31,9.2,0
0.54,0.9984,3.28,9.6,0
0.64,0.9986,3.54,10.5,0
0.64,0.9986,3.54,10.5,0
0,0.9966,3.52,10.7,1
0.12,0.9958,3.38,10.1,0
0.2,0.9972,3.16,9.1,0
0.2,0.9958,3.41,9.2,0
0.7,0.9974,3.13,9.4,0
0.47,0.997,3.36,9.1,0
0.26,0.9969,3.16,9.4,0
0.48,0.9959,3.44,10.3,1
0.15,0.9961,3.41,10.1,0
0.28,0.9972,2.93,9.9,1
0.26,0.9966,3.39,9.6,0
0.44,0.9978,3.14,9.5,0
0.08,0.9978,3.48,9,0
0.26,0.9964,3.23,9.5,0
0.28,0.9972,2.93,9.9,1
0.29,0.9972,2.93,9.8,0
0.26,0.9966,3.39,9.6,0
0.04,0.9938,3.75,10.5,0
0.17,0.9932,3.85,12.9,1
0,0.9965,3.45,10.7,0
0.25,0.9963,3.25,9.2,0
0.06,0.9967,3.39,9.8,0
0.18,0.9972,3.3,9,1
0.3,0.9972,3.4,10.2,1
0.3,0.9959,3.31,10.4,1
0.18,0.9972,3.3,9,1
0.22,0.9967,3.29,9.2,0
0.24,0.996,3.33,9.4,0
0.22,0.9967,3.29,9.2,0
0.68,0.9973,3.08,9.3,0
0.31,0.9969,3.46,9.3,0
0.53,0.9976,3.37,9.6,1
0.52,0.9969,3.21,9.3,0
0.19,0.9964,3.19,9.5,0
0.09,0.9964,3.15,9.8,0
0.1,0.9964,3.15,9.8,0
0.44,0.9988,3.32,9.7,1
0.19,0.9964,3.19,9.5,0
0.31,0.9966,3.07,10.5,1
0.28,0.9978,3.39,10,1
0.12,0.997,3.37,9.4,1
0.04,0.9962,3.21,10.9,1
0.08,0.9959,3.34,9.2,1
0.09,0.9962,3.3,9,0
0.04,0.9962,3.21,10.9,1
0,0.998,3.49,9.2,0
0,0.9976,3.44,9.5,0
0.17,0.996,3.39,9.5,0
0.04,0.9984,3.16,9.4,0
0,0.9964,3.53,10.9,0
0,0.9964,3.54,10.9,0
0.16,0.9962,3.42,10.5,1
0.15,0.9955,3.42,9.4,0
0.56,0.9968,3.24,9.4,0
0.09,0.9937,3.63,13,0
0.09,0.9937,3.63,13,0
0.01,0.9952,3.4,9.8,1
0.05,0.9959,3.22,9.9,1
0.11,0.9965,3.19,9.6,0
0.15,0.9968,3.23,9.5,0
0.36,0.9972,3.48,9.2,0
0.19,0.9962,3.33,9.5,0
0.19,0.9962,3.32,9.5,0
0.11,0.9965,3.19,9.6,0
0.15,0.9968,3.23,9.5,0
0,0.9916,3.68,14,1
0.08,0.9954,3.34,9.4,0
0,0.9916,3.68,14,1
0.55,0.9968,3.17,9.4,0
0.02,0.9944,3.54,10,0
0.26,0.9968,3.11,9.3,0
0.1,0.9959,3.42,10.2,1
0.44,0.9975,3.53,10.5,1
0.47,0.9958,3.33,10.3,1
1,0.9996,2.74,9.4,0
0.03,0.995,3.35,10.1,0
0.03,0.995,3.35,10.1,0
0.42,0.9973,3.42,10.5,0
0.42,0.9973,3.42,10.5,0
0.42,0.9973,3.42,10.5,0
0.42,0.9973,3.42,10.5,0
0,0.9969,3.48,9.3,0
0.18,0.9968,3.59,9.3,1
0.03,0.9959,3.2,9.6,0
0.02,0.9965,3.17,9.2,0
0.04,0.9964,3.33,10,1
0.26,0.9982,3.37,9.4,0
0.26,0.9981,3.37,9.4,0
0.48,0.9961,3.19,9.5,0
0.1,0.9956,3.34,10.2,0
0.03,0.9956,3.37,9,0
0.07,0.9953,3.47,10.4,1
0.24,0.9964,3,9.5,0
0.03,0.9972,3.36,9.1,0
0.17,0.9972,3.29,9.2,1
0.17,0.9972,3.29,9.2,1
0.05,0.9961,3.42,11.5,1
0.21,0.9961,3.33,9.5,0
0.04,0.9958,3.35,9.5,0
0.21,0.9961,3.33,9.5,0
0.42,0.9972,3.58,10.5,1
0,0.9969,3.48,9.6,0
0.14,0.9969,3.19,9.5,0
0.14,0.9969,3.19,9.5,0
0.49,0.9972,3.12,9.3,0
0.02,0.9972,3.44,9.3,0
0.2,0.9971,3.54,9.3,0
0.21,0.997,3.52,9.3,1
0.57,0.9971,3.26,9.7,0
0.48,0.9972,3.34,9.2,0
0.1,0.9976,3.39,9.7,0
0.33,0.9968,3.2,9.5,0
0.32,0.9968,3.2,9.5,0
0.35,0.9976,3.23,9.4,0
0.25,0.9974,3.57,9.8,1
0.12,0.9969,3.28,9.5,0
0.21,0.9964,3.28,9.7,0
0.21,0.9964,3.28,9.7,0
0.33,0.9968,3.25,9.4,0
0.3,0.9968,3.46,10.2,0
0.6,0.9981,3.11,10.1,1
0.08,0.9924,3.57,13,1
0.06,0.9948,3.51,11.4,0
0.47,0.99695,3.22,10.3,1
0.48,0.9975,3.04,9.3,0
0.11,0.99545,3.36,9.5,0
0.35,0.9961,3.34,9.2,0
0.36,0.99615,3.34,9.2,1
0.74,0.9994,3.2,10.8,1
0.74,0.9994,3.2,10.8,1
0.31,0.99625,3.29,9.3,0
0.28,0.9966,3.22,9.4,0
0.58,0.998,3.31,10.5,1
0.6,0.99585,3.3,12.4,1
0.24,0.99685,3.35,10,1
0.64,0.998,3.21,10.2,1
0.26,0.9959,3.3,10.1,0
0.08,0.9974,3.24,9.8,1
0.49,0.9974,3.34,10.5,0
0.16,0.9962,3.14,11,0
0.22,0.9967,3.36,9.1,0
0.19,0.9957,3.39,9.7,0
0.33,0.99655,3.3,9.5,0
0.37,0.9964,3.34,9.4,1
0.26,0.9957,3.15,9.4,0
0.04,0.99525,3.42,9.5,0
0.25,0.99815,3.28,10,1
0.36,0.99745,3.31,10.4,0
0.25,0.99615,3.37,10.5,1
0.5,0.9964,3.04,9.5,1
0.14,0.9984,3.39,9.8,0
0.25,0.99615,3.37,10.5,1
0.25,0.99685,3.46,11,0
0.04,0.9927,3.54,12.2,1
0.06,0.99625,3.37,9.9,1
0.2,0.998,3.34,9.6,1
0.25,0.99685,3.46,11,0
0.09,0.99685,3.32,9,1
0,0.99675,3.37,9,1
0,0.99675,3.37,9,1
0,0.99675,3.37,9.2,1
0,0.99675,3.37,9,1
0.09,0.99685,3.32,9,1
0.37,0.9971,3,9.3,0
0.56,0.99925,3.14,10.9,1
0.1,0.99565,3.08,9.8,1
0.44,1.00005,3.07,9.2,1
0.44,1.00005,3.07,9.2,1
0,0.9983,3.61,9.9,1
0.07,0.99685,3.38,9.5,0
0.17,0.9963,3.2,9.3,0
0.06,0.99615,3.35,9.8,1
0,0.9983,3.61,9.9,1
0.44,0.9985,3.22,10,1
0,0.9972,3.47,9.9,1
0.48,0.9986,3.17,10.5,0
0.42,0.9959,3.23,9.5,0
0,0.9972,3.47,9.9,1
0.23,0.99675,3.26,9.3,0
0.37,0.998,3.22,9.2,0
0,0.9968,3.49,9.2,0
0.76,0.9968,3.06,9.4,0
0.47,0.99965,3.36,10.5,1
0.23,0.99625,3.29,9.3,0
0.04,0.99565,3.35,9.4,0
0.03,0.99575,3.34,10,0
0.23,0.9963,3.28,9.3,0
0.49,0.9999,3.08,10.9,0
0.52,0.9968,3.2,10.2,1
0,1.00025,3.6,9.8,0
0.46,0.9973,3.35,12.8,1
0.04,0.9987,3.69,9.4,1
0.51,0.9996,3.28,10.1,1
0.06,0.9965,3.36,10.7,1
0.51,0.9996,3.28,10.1,1
0.58,0.99935,3.22,10.1,0
0.2,0.99735,3.31,9.4,0
0.18,0.99915,3.38,9.4,0
0.06,0.9965,3.36,10.7,1
0.04,0.9987,3.69,9.4,1
0.51,0.9996,3.28,10.1,1
0.45,0.9976,3.23,12.6,1
0.32,0.9991,3.38,10.5,1
0.44,0.9986,3.12,9.3,1
0.68,0.9972,3.25,9.9,1
0.12,0.9971,3.36,9.1,0
0.32,0.9991,3.38,10.5,1
0.07,1.00015,3.31,9.8,0
0.07,1.00015,3.31,9.8,0
0.55,0.9997,3.1,10.3,1
0.12,0.9967,3.37,10.3,1
0.09,0.9976,3.34,10.6,1
0.53,1.001,3.2,9.2,0
0.09,0.9976,3.34,10.6,1
0.48,0.9979,3.3,10.5,0
0.23,0.9994,3.22,10.3,1
0.25,0.9964,3.41,10.1,1
0.52,1.0014,3.05,9.5,1
0.46,1.0001,3.05,9.5,0
0.37,0.9981,3.16,9.9,0
0.06,0.99855,3.67,9.6,0
0.02,0.9993,3.67,9.7,0
0.06,0.99845,3.68,9.6,0
0.06,0.9965,3.38,10.7,1
0.48,0.9973,3.22,10.1,1
0.12,0.9994,3.51,10,0
0.12,0.996,3.39,9.5,0
0.6,0.9973,3.2,9.2,0
0.48,0.9998,3.12,9.3,1
0.32,0.9966,3.36,9.4,0
0.42,0.9994,3.19,9.5,1
0.44,0.9994,3.19,9.5,1
0.38,0.9968,3.41,9.5,1
0.48,0.9998,3.12,9.3,1
0.24,0.996,3.27,9.4,1
0.31,0.99815,3.32,9.5,1
0.3,0.9976,3.3,9.4,0
0.29,0.99645,3.39,11,0
0.29,0.9962,3.42,11,1
0.23,0.9996,3.3,10.1,0
0.12,0.99865,3.3,10.4,1
0.39,0.9989,3.37,11.5,1
0.12,0.99865,3.3,10.4,1
0.39,0.9989,3.37,11.5,1
0.26,0.99975,3.24,9.7,0
0.05,0.99735,3.29,9.3,0
0.42,0.999,3.28,9.5,1
0.2,1.0015,3.16,9.2,1
0.2,1.0015,3.16,9.2,1
0.66,0.9978,3.05,11.5,1
0.5,0.998,3.28,11.5,0
0.62,1.0002,3.16,9.7,1
0.39,0.9981,3.18,9.5,0
0.64,0.998,3.23,12.5,1
0.64,0.998,3.23,12.5,1
0.28,0.9973,3.22,9.4,1
0.08,0.9958,3.13,11,0
0.01,0.9963,3.34,11.7,1
0.53,0.9992,3.17,12.2,1
0.45,0.9948,3.35,12.5,1
0.32,0.9974,3.31,10.3,0
0.58,1.0008,3.16,11.5,1
0.54,0.9997,3.11,9.8,1
0.5,1,3.12,9.2,1
0.48,0.9972,3.21,11.3,1
0.47,0.9982,3.3,9.8,1
0.47,0.9982,3.3,9.8,1
0.5,1.0006,3.12,10.7,1
0,0.9979,3.6,9.9,0
0.02,0.9955,3.58,12.3,1
0.67,0.9986,3.02,12,1
0.31,0.9979,3.11,10,1
0,0.9994,3.36,9.4,1
0.22,1.0004,3.28,9.9,1
0,0.9994,3.35,9.4,1
0,0.9974,3.27,9.3,0
0.79,1.0018,3.18,13,0
0.4,0.9912,3.25,11.9,1
0.01,0.9955,3.55,12.8,1
